Time,Boss,Event
12/5/2019 2:21,KAZZAK,CHECKED
12/5/2019 2:50,AZUREGOS,CHECKED
12/5/2019 2:51,AZUREGOS,CHECKED
12/5/2019 2:56,KAZZAK,CHECKED
12/5/2019 3:25,AZUREGOS,CHECKED
12/5/2019 3:54,AZUREGOS,CHECKED
12/5/2019 4:16,AZUREGOS,CHECKED
12/5/2019 4:44,AZUREGOS,CHECKED
12/5/2019 5:15,AZUREGOS,CHECKED
12/5/2019 5:43,AZUREGOS,CHECKED
12/5/2019 6:08,AZUREGOS,CHECKED
12/5/2019 6:33,KAZZAK,CHECKED
12/5/2019 6:50,AZUREGOS,CHECKED
12/5/2019 7:39,AZUREGOS,CHECKED
12/5/2019 7:51,KAZZAK,CHECKED
12/5/2019 8:36,KAZZAK,CHECKED
12/5/2019 8:45,AZUREGOS,CHECKED
12/5/2019 9:00,AZUREGOS,CHECKED
12/5/2019 9:00,KAZZAK,CHECKED
12/5/2019 9:21,AZUREGOS,CHECKED
12/5/2019 9:30,AZUREGOS,CHECKED
12/5/2019 9:30,KAZZAK,CHECKED
12/5/2019 10:00,KAZZAK,CHECKED
12/5/2019 10:00,AZUREGOS,CHECKED
12/5/2019 10:30,AZUREGOS,CHECKED
12/5/2019 10:30,KAZZAK,CHECKED
12/5/2019 11:06,KAZZAK,CHECKED
12/5/2019 11:20,AZUREGOS,CHECKED
12/5/2019 11:37,KAZZAK,CHECKED
12/5/2019 12:00,KAZZAK,CHECKED
12/5/2019 12:00,AZUREGOS,CHECKED
12/5/2019 12:04,AZUREGOS,CHECKED
12/5/2019 13:00,KAZZAK,CHECKED
12/5/2019 13:00,AZUREGOS,CHECKED
12/5/2019 13:48,AZUREGOS,CHECKED
12/5/2019 14:00,KAZZAK,CHECKED
12/5/2019 14:24,AZUREGOS,CHECKED
12/5/2019 14:30,AZUREGOS,CHECKED
12/5/2019 14:30,KAZZAK,CHECKED
12/5/2019 15:00,AZUREGOS,CHECKED
12/5/2019 15:00,KAZZAK,CHECKED
12/5/2019 16:32,KAZZAK,CHECKED
12/5/2019 17:23,AZUREGOS,CHECKED
12/5/2019 18:04,KAZZAK,CHECKED
12/5/2019 18:22,AZUREGOS,CHECKED
12/5/2019 18:38,KAZZAK,CHECKED
12/5/2019 18:44,AZUREGOS,CHECKED
12/5/2019 18:55,AZUREGOS,CHECKED
12/5/2019 18:58,KAZZAK,CHECKED
12/5/2019 19:20,AZUREGOS,CHECKED
12/5/2019 19:32,AZUREGOS,CHECKED
12/5/2019 19:49,KAZZAK,CHECKED
12/5/2019 19:57,AZUREGOS,CHECKED
12/5/2019 20:12,AZUREGOS,CHECKED
12/5/2019 23:58,AZUREGOS,CHECKED
12/6/2019 0:09,AZUREGOS,CHECKED
12/6/2019 0:14,KAZZAK,CHECKED
12/6/2019 0:28,AZUREGOS,CHECKED
12/6/2019 1:35,KAZZAK,CHECKED
12/6/2019 2:53,AZUREGOS,CHECKED
12/6/2019 3:17,KAZZAK,CHECKED
12/6/2019 3:51,AZUREGOS,CHECKED
12/6/2019 3:59,KAZZAK,CHECKED
12/6/2019 4:43,KAZZAK,CHECKED
12/6/2019 4:45,AZUREGOS,CHECKED
12/6/2019 5:05,KAZZAK,CHECKED
12/6/2019 5:13,AZUREGOS,CHECKED
12/6/2019 5:20,AZUREGOS,CHECKED
12/6/2019 5:33,KAZZAK,CHECKED
12/6/2019 5:57,AZUREGOS,CHECKED
12/6/2019 6:08,KAZZAK,CHECKED
12/6/2019 6:35,KAZZAK,CHECKED
12/6/2019 6:51,AZUREGOS,CHECKED
12/6/2019 6:59,KAZZAK,CHECKED
12/6/2019 7:29,AZUREGOS,CHECKED
12/6/2019 7:43,AZUREGOS,CHECKED
12/6/2019 7:57,AZUREGOS,CHECKED
12/6/2019 8:00,KAZZAK,CHECKED
12/6/2019 8:00,AZUREGOS,CHECKED
12/6/2019 8:25,AZUREGOS,CHECKED
12/6/2019 8:33,AZUREGOS,CHECKED
12/6/2019 8:33,KAZZAK,CHECKED
12/6/2019 9:00,AZUREGOS,CHECKED
12/6/2019 9:00,KAZZAK,CHECKED
12/6/2019 9:21,AZUREGOS,CHECKED
12/6/2019 9:22,AZUREGOS,CHECKED
12/6/2019 9:26,KAZZAK,CHECKED
12/6/2019 9:30,AZUREGOS,CHECKED
12/6/2019 9:30,KAZZAK,CHECKED
12/6/2019 9:35,AZUREGOS,CHECKED
12/6/2019 10:00,AZUREGOS,CHECKED
12/6/2019 10:00,KAZZAK,CHECKED
12/6/2019 10:09,AZUREGOS,CHECKED
12/6/2019 10:27,AZUREGOS,CHECKED
12/6/2019 10:36,AZUREGOS,CHECKED
12/6/2019 11:04,AZUREGOS,CHECKED
12/6/2019 11:40,AZUREGOS,CHECKED
12/6/2019 12:22,AZUREGOS,CHECKED
12/6/2019 12:42,KAZZAK,CHECKED
12/6/2019 12:44,KAZZAK,CHECKED
12/6/2019 13:10,AZUREGOS,CHECKED
12/6/2019 13:31,KAZZAK,CHECKED
12/6/2019 15:09,KAZZAK,CHECKED
12/6/2019 15:40,KAZZAK,CHECKED
12/6/2019 16:05,KAZZAK,CHECKED
12/6/2019 16:59,KAZZAK,CHECKED
12/6/2019 17:33,KAZZAK,CHECKED
12/6/2019 18:51,KAZZAK,CHECKED
12/6/2019 20:01,AZUREGOS,CHECKED
12/6/2019 20:07,KAZZAK,CHECKED
12/6/2019 20:33,AZUREGOS,CHECKED
12/6/2019 21:06,KAZZAK,CHECKED
12/6/2019 21:14,AZUREGOS,CHECKED
12/6/2019 21:51,AZUREGOS,CHECKED
12/6/2019 22:54,AZUREGOS,CHECKED
12/6/2019 23:17,KAZZAK,CHECKED
12/6/2019 23:39,AZUREGOS,CHECKED
12/6/2019 23:50,KAZZAK,CHECKED
12/7/2019 0:16,AZUREGOS,CHECKED
12/7/2019 0:51,AZUREGOS,CHECKED
12/7/2019 1:36,AZUREGOS,CHECKED
12/7/2019 2:17,AZUREGOS,CHECKED
12/7/2019 2:25,KAZZAK,CHECKED
12/7/2019 2:51,AZUREGOS,CHECKED
12/7/2019 3:06,KAZZAK,CHECKED
12/7/2019 3:26,AZUREGOS,CHECKED
12/7/2019 3:26,KAZZAK,CHECKED
12/7/2019 3:55,AZUREGOS,CHECKED
12/7/2019 4:16,KAZZAK,CHECKED
12/7/2019 4:22,AZUREGOS,CHECKED
12/7/2019 4:44,AZUREGOS,CHECKED
12/7/2019 4:54,KAZZAK,CHECKED
12/7/2019 5:21,AZUREGOS,CHECKED
12/7/2019 5:22,KAZZAK,CHECKED
12/7/2019 5:52,AZUREGOS,CHECKED
12/7/2019 5:59,KAZZAK,CHECKED
12/7/2019 6:39,KAZZAK,CHECKED
12/7/2019 7:11,AZUREGOS,CHECKED
12/7/2019 7:49,KAZZAK,CHECKED
12/7/2019 8:23,AZUREGOS,CHECKED
12/7/2019 10:55,AZUREGOS,CHECKED
12/7/2019 11:50,KAZZAK,CHECKED
12/7/2019 11:50,AZUREGOS,CHECKED
12/7/2019 12:23,AZUREGOS,CHECKED
12/7/2019 13:35,AZUREGOS,CHECKED
12/7/2019 13:47,KAZZAK,CHECKED
12/7/2019 13:58,AZUREGOS,CHECKED
12/7/2019 14:45,AZUREGOS,CHECKED
12/7/2019 14:55,KAZZAK,CHECKED
12/7/2019 15:26,AZUREGOS,CHECKED
12/7/2019 15:52,KAZZAK,CHECKED
12/7/2019 16:21,AZUREGOS,CHECKED
12/7/2019 16:59,KAZZAK,CHECKED
12/7/2019 17:11,AZUREGOS,CHECKED
12/7/2019 17:24,KAZZAK,CHECKED
12/7/2019 17:58,AZUREGOS,CHECKED
12/7/2019 18:04,KAZZAK,CHECKED
12/7/2019 18:30,KAZZAK,CHECKED
12/7/2019 19:08,KAZZAK,CHECKED
12/7/2019 19:37,KAZZAK,CHECKED
12/7/2019 19:39,AZUREGOS,CHECKED
12/7/2019 20:10,KAZZAK,CHECKED
12/7/2019 20:21,AZUREGOS,CHECKED
12/7/2019 20:56,KAZZAK,CHECKED
12/7/2019 22:21,KAZZAK,CHECKED
12/7/2019 23:11,KAZZAK,CHECKED
12/8/2019 0:00,KAZZAK,CHECKED
12/8/2019 0:30,KAZZAK,CHECKED
12/8/2019 1:15,KAZZAK,CHECKED
12/8/2019 1:54,AZUREGOS,CHECKED
12/8/2019 2:19,AZUREGOS,CHECKED
12/8/2019 2:08,KAZZAK,KILLED
12/8/2019 4:12,AZUREGOS,CHECKED
12/8/2019 4:54,AZUREGOS,CHECKED
12/8/2019 6:11,AZUREGOS,CHECKED
12/8/2019 7:09,AZUREGOS,CHECKED
12/8/2019 7:14,AZUREGOS,CHECKED
12/8/2019 8:44,AZUREGOS,CHECKED
12/8/2019 9:04,AZUREGOS,CHECKED
12/8/2019 9:43,AZUREGOS,CHECKED
12/8/2019 10:17,AZUREGOS,CHECKED
12/8/2019 10:44,AZUREGOS,CHECKED
12/8/2019 10:59,AZUREGOS,CHECKED
12/8/2019 11:11,AZUREGOS,CHECKED
12/8/2019 11:28,AZUREGOS,CHECKED
12/8/2019 11:49,AZUREGOS,CHECKED
12/8/2019 12:21,AZUREGOS,CHECKED
12/8/2019 12:57,AZUREGOS,CHECKED
12/8/2019 13:33,AZUREGOS,CHECKED
12/8/2019 14:01,AZUREGOS,CHECKED
12/8/2019 14:25,AZUREGOS,CHECKED
12/8/2019 15:04,AZUREGOS,CHECKED
12/8/2019 15:37,AZUREGOS,CHECKED
12/8/2019 15:57,AZUREGOS,CHECKED
12/8/2019 16:45,AZUREGOS,CHECKED
12/8/2019 17:24,AZUREGOS,CHECKED
12/8/2019 17:54,AZUREGOS,CHECKED
12/8/2019 17:54,AZUREGOS,CHECKED
12/8/2019 18:24,AZUREGOS,CHECKED
12/8/2019 18:58,AZUREGOS,CHECKED
12/8/2019 19:39,AZUREGOS,CHECKED
12/8/2019 20:29,AZUREGOS,CHECKED
12/8/2019 23:46,AZUREGOS,CHECKED
12/9/2019 2:58,AZUREGOS,KILLED
12/9/2019 6:12,KAZZAK,CHECKED
12/9/2019 7:07,KAZZAK,CHECKED
12/9/2019 8:03,KAZZAK,CHECKED
12/9/2019 8:30,KAZZAK,CHECKED
12/9/2019 8:58,KAZZAK,CHECKED
12/9/2019 9:30,KAZZAK,CHECKED
12/9/2019 10:02,KAZZAK,CHECKED
12/9/2019 10:30,KAZZAK,CHECKED
12/9/2019 10:58,KAZZAK,CHECKED
12/9/2019 12:01,KAZZAK,CHECKED
12/9/2019 12:01,AZUREGOS,CHECKED
12/9/2019 12:17,KAZZAK,CHECKED
12/9/2019 12:34,KAZZAK,CHECKED
12/9/2019 12:34,AZUREGOS,CHECKED
12/9/2019 13:00,KAZZAK,CHECKED
12/9/2019 13:00,AZUREGOS,CHECKED
12/9/2019 13:32,AZUREGOS,CHECKED
12/9/2019 13:32,KAZZAK,CHECKED
12/9/2019 14:00,KAZZAK,CHECKED
12/9/2019 14:00,AZUREGOS,CHECKED
12/9/2019 15:00,KAZZAK,CHECKED
12/9/2019 15:00,AZUREGOS,CHECKED
12/9/2019 15:45,KAZZAK,CHECKED
12/9/2019 17:19,KAZZAK,CHECKED
12/9/2019 18:01,KAZZAK,CHECKED
12/9/2019 18:52,KAZZAK,CHECKED
12/9/2019 19:42,KAZZAK,CHECKED
12/9/2019 19:59,KAZZAK,CHECKED
12/9/2019 21:45,KAZZAK,CHECKED
12/9/2019 22:22,AZUREGOS,CHECKED
12/9/2019 22:38,KAZZAK,CHECKED
12/9/2019 23:11,KAZZAK,CHECKED
12/9/2019 23:39,KAZZAK,CHECKED
12/10/2019 0:01,KAZZAK,CHECKED
12/10/2019 0:35,KAZZAK,CHECKED
12/10/2019 1:07,KAZZAK,CHECKED
12/10/2019 1:32,AZUREGOS,CHECKED
12/10/2019 1:42,KAZZAK,CHECKED
12/10/2019 2:00,KAZZAK,CHECKED
12/10/2019 2:19,AZUREGOS,CHECKED
12/10/2019 2:51,KAZZAK,CHECKED
12/10/2019 3:20,AZUREGOS,CHECKED
12/10/2019 3:24,KAZZAK,CHECKED
12/10/2019 3:53,KAZZAK,CHECKED
12/10/2019 4:06,AZUREGOS,CHECKED
12/10/2019 4:26,KAZZAK,CHECKED
12/10/2019 5:13,KAZZAK,CHECKED
12/10/2019 5:19,AZUREGOS,CHECKED
12/10/2019 5:39,KAZZAK,CHECKED
12/10/2019 6:02,AZUREGOS,CHECKED
12/10/2019 6:07,KAZZAK,CHECKED
12/11/2019 13:21,KAZZAK,CHECKED
12/11/2019 7:44,KAZZAK,KILLED
12/11/2019 9:04,AZUREGOS,KILLED
12/11/2019 13:25,KAZZAK,CHECKED
12/11/2019 13:25,AZUREGOS,CHECKED
12/11/2019 13:42,KAZZAK,CHECKED
12/11/2019 14:01,KAZZAK,CHECKED
12/11/2019 14:19,KAZZAK,CHECKED
12/12/2019 7:01,KAZZAK,CHECKED
12/12/2019 7:01,AZUREGOS,CHECKED
12/12/2019 7:38,KAZZAK,CHECKED
12/12/2019 7:40,AZUREGOS,CHECKED
12/12/2019 8:01,KAZZAK,CHECKED
12/12/2019 8:01,AZUREGOS,CHECKED
12/12/2019 8:31,KAZZAK,CHECKED
12/12/2019 8:31,AZUREGOS,CHECKED
12/12/2019 9:00,AZUREGOS,CHECKED
12/12/2019 9:01,KAZZAK,CHECKED
12/12/2019 9:30,AZUREGOS,CHECKED
12/12/2019 9:30,KAZZAK,CHECKED
12/12/2019 10:00,KAZZAK,CHECKED
12/12/2019 10:00,AZUREGOS,CHECKED
12/12/2019 10:35,KAZZAK,CHECKED
12/12/2019 10:35,AZUREGOS,CHECKED
12/12/2019 11:30,KAZZAK,CHECKED
12/12/2019 11:30,AZUREGOS,CHECKED
12/12/2019 12:00,AZUREGOS,CHECKED
12/12/2019 12:00,KAZZAK,CHECKED
12/12/2019 15:31,KAZZAK,CHECKED
12/12/2019 16:41,KAZZAK,CHECKED
12/12/2019 17:11,AZUREGOS,CHECKED
12/12/2019 20:41,AZUREGOS,CHECKED
12/12/2019 20:50,KAZZAK,CHECKED
12/12/2019 21:22,KAZZAK,CHECKED
12/12/2019 21:26,AZUREGOS,CHECKED
12/12/2019 21:35,KAZZAK,CHECKED
12/12/2019 22:00,AZUREGOS,CHECKED
12/12/2019 22:40,KAZZAK,CHECKED
12/12/2019 23:24,KAZZAK,CHECKED
12/13/2019 1:03,AZUREGOS,CHECKED
12/13/2019 2:02,AZUREGOS,CHECKED
12/13/2019 2:46,AZUREGOS,CHECKED
12/13/2019 3:21,KAZZAK,CHECKED
12/13/2019 3:37,AZUREGOS,CHECKED
12/13/2019 4:04,KAZZAK,CHECKED
12/13/2019 4:27,KAZZAK,CHECKED
12/13/2019 4:30,AZUREGOS,CHECKED
12/13/2019 5:20,AZUREGOS,CHECKED
12/13/2019 5:38,KAZZAK,CHECKED
12/13/2019 6:03,AZUREGOS,CHECKED
12/13/2019 6:15,KAZZAK,CHECKED
12/13/2019 6:48,KAZZAK,CHECKED
12/13/2019 6:56,AZUREGOS,CHECKED
12/13/2019 7:08,KAZZAK,CHECKED
12/13/2019 7:24,KAZZAK,CHECKED
12/13/2019 8:15,AZUREGOS,CHECKED
12/13/2019 8:34,KAZZAK,CHECKED
12/13/2019 9:15,AZUREGOS,CHECKED
12/13/2019 9:45,KAZZAK,CHECKED
12/13/2019 9:56,AZUREGOS,CHECKED
12/13/2019 10:43,AZUREGOS,CHECKED
12/13/2019 11:24,AZUREGOS,CHECKED
12/13/2019 11:59,AZUREGOS,CHECKED
12/13/2019 12:45,AZUREGOS,CHECKED
12/13/2019 13:11,KAZZAK,CHECKED
12/13/2019 13:31,AZUREGOS,CHECKED
12/13/2019 14:11,KAZZAK,CHECKED
12/13/2019 14:14,AZUREGOS,CHECKED
12/13/2019 14:56,KAZZAK,CHECKED
12/13/2019 15:22,AZUREGOS,CHECKED
12/13/2019 15:24,KAZZAK,CHECKED
12/13/2019 16:27,AZUREGOS,CHECKED
12/13/2019 17:04,KAZZAK,CHECKED
12/13/2019 17:57,KAZZAK,CHECKED
12/13/2019 18:00,AZUREGOS,CHECKED
12/13/2019 18:30,KAZZAK,CHECKED
12/13/2019 18:55,KAZZAK,CHECKED
12/13/2019 20:02,KAZZAK,CHECKED
12/13/2019 20:05,AZUREGOS,CHECKED
12/13/2019 20:38,KAZZAK,CHECKED
12/13/2019 21:05,KAZZAK,CHECKED
12/13/2019 22:32,AZUREGOS,CHECKED
12/13/2019 22:52,KAZZAK,CHECKED
12/14/2019 0:50,KAZZAK,CHECKED
12/14/2019 1:32,KAZZAK,CHECKED
12/14/2019 1:59,KAZZAK,CHECKED
12/14/2019 2:27,KAZZAK,CHECKED
12/14/2019 2:27,AZUREGOS,CHECKED
12/14/2019 3:34,KAZZAK,CHECKED
12/14/2019 4:07,KAZZAK,CHECKED
12/14/2019 4:17,AZUREGOS,CHECKED
12/14/2019 4:31,KAZZAK,CHECKED
12/14/2019 4:52,KAZZAK,CHECKED
12/14/2019 5:08,AZUREGOS,CHECKED
12/14/2019 5:16,KAZZAK,CHECKED
12/14/2019 5:36,KAZZAK,CHECKED
12/14/2019 6:02,KAZZAK,CHECKED
12/14/2019 6:06,AZUREGOS,CHECKED
12/14/2019 6:14,AZUREGOS,CHECKED
12/14/2019 6:28,KAZZAK,CHECKED
12/14/2019 6:31,AZUREGOS,CHECKED
12/14/2019 6:46,KAZZAK,CHECKED
12/14/2019 7:01,AZUREGOS,CHECKED
12/14/2019 7:39,KAZZAK,CHECKED
12/14/2019 7:39,AZUREGOS,CHECKED
12/14/2019 7:57,AZUREGOS,CHECKED
12/14/2019 7:57,KAZZAK,CHECKED
12/14/2019 8:16,AZUREGOS,CHECKED
12/14/2019 8:41,KAZZAK,CHECKED
12/14/2019 9:43,KAZZAK,CHECKED
12/14/2019 10:16,AZUREGOS,CHECKED
12/14/2019 10:39,AZUREGOS,CHECKED
12/14/2019 10:32,KAZZAK,KILLED
12/14/2019 13:27,AZUREGOS,CHECKED
12/14/2019 14:33,AZUREGOS,KILLED
12/14/2019 17:20,KAZZAK,CHECKED
12/14/2019 22:49,KAZZAK,CHECKED
12/15/2019 2:41,KAZZAK,CHECKED
12/15/2019 3:35,AZUREGOS,CHECKED
12/15/2019 4:00,AZUREGOS,CHECKED
12/15/2019 4:01,KAZZAK,CHECKED
12/15/2019 7:07,KAZZAK,CHECKED
12/15/2019 9:44,KAZZAK,CHECKED
12/15/2019 11:57,AZUREGOS,CHECKED
12/15/2019 13:17,KAZZAK,CHECKED
12/15/2019 13:38,AZUREGOS,CHECKED
12/15/2019 14:07,AZUREGOS,CHECKED
12/15/2019 14:22,AZUREGOS,CHECKED
12/15/2019 14:45,KAZZAK,CHECKED
12/15/2019 15:01,AZUREGOS,CHECKED
12/15/2019 15:17,AZUREGOS,CHECKED
12/15/2019 15:38,AZUREGOS,CHECKED
12/15/2019 17:34,KAZZAK,CHECKED
12/15/2019 18:28,AZUREGOS,CHECKED
12/15/2019 18:40,KAZZAK,CHECKED
12/15/2019 19:04,KAZZAK,CHECKED
12/15/2019 19:27,KAZZAK,CHECKED
12/15/2019 20:29,KAZZAK,CHECKED
12/15/2019 21:22,KAZZAK,CHECKED
12/16/2019 0:19,AZUREGOS,CHECKED
12/16/2019 0:38,KAZZAK,CHECKED
12/16/2019 1:28,KAZZAK,CHECKED
12/16/2019 2:45,KAZZAK,CHECKED
12/16/2019 3:11,KAZZAK,CHECKED
12/16/2019 3:12,KAZZAK,CHECKED
12/16/2019 3:54,KAZZAK,CHECKED
12/16/2019 4:35,KAZZAK,CHECKED
12/16/2019 6:29,KAZZAK,CHECKED
12/16/2019 7:15,AZUREGOS,CHECKED
12/16/2019 7:21,KAZZAK,CHECKED
12/16/2019 7:57,AZUREGOS,CHECKED
12/16/2019 7:58,KAZZAK,CHECKED
12/16/2019 8:32,AZUREGOS,CHECKED
12/16/2019 9:12,AZUREGOS,CHECKED
12/16/2019 9:25,KAZZAK,CHECKED
12/16/2019 9:49,AZUREGOS,CHECKED
12/16/2019 10:16,AZUREGOS,CHECKED
12/16/2019 10:28,KAZZAK,CHECKED
12/16/2019 11:02,KAZZAK,CHECKED
12/16/2019 11:16,AZUREGOS,CHECKED
12/16/2019 11:36,AZUREGOS,CHECKED
12/16/2019 12:02,KAZZAK,CHECKED
12/16/2019 12:12,AZUREGOS,CHECKED
12/16/2019 12:31,KAZZAK,CHECKED
12/16/2019 12:49,AZUREGOS,CHECKED
12/16/2019 13:36,KAZZAK,CHECKED
12/16/2019 13:58,AZUREGOS,CHECKED
12/16/2019 14:05,KAZZAK,CHECKED
12/16/2019 14:36,AZUREGOS,CHECKED
12/16/2019 15:25,AZUREGOS,CHECKED
12/16/2019 16:20,KAZZAK,CHECKED
12/16/2019 16:34,AZUREGOS,CHECKED
12/16/2019 17:44,KAZZAK,CHECKED
12/16/2019 18:17,KAZZAK,CHECKED
12/16/2019 18:40,KAZZAK,CHECKED
12/16/2019 18:45,AZUREGOS,CHECKED
12/16/2019 19:11,KAZZAK,CHECKED
12/16/2019 20:00,AZUREGOS,CHECKED
12/16/2019 20:05,KAZZAK,CHECKED
12/16/2019 22:08,KAZZAK,CHECKED
12/16/2019 22:44,KAZZAK,CHECKED
12/16/2019 23:32,KAZZAK,CHECKED
12/17/2019 0:31,AZUREGOS,CHECKED
12/17/2019 1:30,AZUREGOS,CHECKED
12/17/2019 2:16,AZUREGOS,CHECKED
12/17/2019 2:43,AZUREGOS,CHECKED
12/17/2019 3:09,KAZZAK,CHECKED
12/17/2019 3:35,AZUREGOS,CHECKED
12/17/2019 3:36,KAZZAK,CHECKED
12/17/2019 3:56,KAZZAK,CHECKED
12/17/2019 4:38,KAZZAK,CHECKED
12/17/2019 5:04,KAZZAK,CHECKED
12/17/2019 5:24,AZUREGOS,CHECKED
12/17/2019 5:26,KAZZAK,CHECKED
12/17/2019 5:56,KAZZAK,CHECKED
12/17/2019 5:59,AZUREGOS,CHECKED
12/17/2019 6:31,AZUREGOS,CHECKED
12/17/2019 6:39,KAZZAK,CHECKED
12/17/2019 10:02,KAZZAK,CHECKED
12/17/2019 10:30,AZUREGOS,CHECKED
12/17/2019 10:33,KAZZAK,CHECKED
12/17/2019 11:07,AZUREGOS,CHECKED
12/17/2019 11:26,AZUREGOS,CHECKED
12/17/2019 11:28,KAZZAK,CHECKED
12/17/2019 12:04,AZUREGOS,CHECKED
12/17/2019 12:07,KAZZAK,CHECKED
12/17/2019 12:36,AZUREGOS,CHECKED
12/17/2019 12:52,AZUREGOS,CHECKED
12/17/2019 13:56,KAZZAK,CHECKED
12/17/2019 14:24,AZUREGOS,CHECKED
12/17/2019 14:34,KAZZAK,CHECKED
12/17/2019 15:12,KAZZAK,CHECKED
12/17/2019 16:18,KAZZAK,CHECKED
12/17/2019 16:51,AZUREGOS,CHECKED
12/17/2019 17:13,KAZZAK,CHECKED
12/17/2019 17:52,AZUREGOS,CHECKED
12/17/2019 17:53,KAZZAK,CHECKED
12/17/2019 18:22,AZUREGOS,CHECKED
12/17/2019 19:30,AZUREGOS,CHECKED
12/17/2019 20:03,AZUREGOS,CHECKED
12/17/2019 19:20,KAZZAK,KILLED
12/17/2019 20:53,AZUREGOS,CHECKED
12/17/2019 22:06,AZUREGOS,CHECKED
12/17/2019 22:55,AZUREGOS,CHECKED
12/17/2019 23:21,AZUREGOS,CHECKED
12/17/2019 23:51,AZUREGOS,CHECKED
12/18/2019 0:19,AZUREGOS,CHECKED
12/18/2019 0:44,AZUREGOS,CHECKED
12/18/2019 1:18,AZUREGOS,CHECKED
12/18/2019 1:58,AZUREGOS,CHECKED
12/18/2019 2:48,AZUREGOS,CHECKED
12/18/2019 2:55,AZUREGOS,CHECKED
12/18/2019 3:34,AZUREGOS,CHECKED
12/18/2019 4:23,AZUREGOS,CHECKED
12/18/2019 5:00,AZUREGOS,CHECKED
12/18/2019 5:31,AZUREGOS,CHECKED
12/18/2019 6:05,AZUREGOS,CHECKED
12/18/2019 6:49,AZUREGOS,CHECKED
12/18/2019 7:16,AZUREGOS,CHECKED
12/18/2019 8:36,AZUREGOS,CHECKED
12/18/2019 9:39,AZUREGOS,CHECKED
12/18/2019 10:23,AZUREGOS,CHECKED
12/18/2019 11:32,AZUREGOS,CHECKED
12/18/2019 12:04,AZUREGOS,CHECKED
12/18/2019 12:40,AZUREGOS,CHECKED
12/18/2019 13:08,AZUREGOS,CHECKED
12/18/2019 13:33,AZUREGOS,KILLED
12/18/2019 20:15,KAZZAK,CHECKED
12/18/2019 22:20,KAZZAK,CHECKED
12/18/2019 22:25,AZUREGOS,CHECKED
12/18/2019 22:58,AZUREGOS,CHECKED
12/18/2019 22:58,AZUREGOS,CHECKED
12/18/2019 23:21,KAZZAK,CHECKED
12/19/2019 3:51,KAZZAK,CHECKED
12/19/2019 5:02,KAZZAK,CHECKED
12/19/2019 6:17,KAZZAK,CHECKED
12/19/2019 8:21,KAZZAK,CHECKED
12/19/2019 9:15,KAZZAK,CHECKED
12/19/2019 11:55,KAZZAK,CHECKED
12/19/2019 16:03,KAZZAK,CHECKED
12/19/2019 18:45,KAZZAK,CHECKED
